stop_id,route_id,location_name,lat,lon,stop_type,priority,status,delay_reason,scheduled_date,time_window_start,time_window_end,service_duration_min,cargo_weight_kg,cargo_type,contact_person,notes
STP-100893,R-012,Powai,19.13754,72.81949,delivery,medium,failed,,2025-04-20,19:30,19:30,32,275.82,pharmaceuticals,Amit Sharma,Handle with care
STP-100894,R-011,Andheri,19.259164,73.013423,pickup,low,delayed,,2025-11-28,13:00,16:00,39,351.25,furniture,Amit Sharma,Leave at doorstep
STP-100895,R-001,Vashi,18.988141,73.02478,pickup,high,delayed,,2025-12-11,17:45,19:45,15,143.95,furniture,Priya Patel,
STP-100896,R-011,Kurla,18.991787,72.980637,pickup,medium,failed,,2025-10-04,10:00,13:15,59,164.2,furniture,Vikram Singh,
STP-100897,R-005,Panvel,19.203143,72.842672,delivery,high,completed,,2024-08-08,12:30,21:15,33,379.45,pharmaceuticals,Vikram Singh,
STP-100898,R-020,Vashi,19.042894,72.97149,warehouse,medium,delayed,,2025-09-17,14:45,21:30,18,350.22,groceries,Rahul Mehta,Call before arrival
STP-100899,R-014,Borivali,19.267597,72.835112,pickup,low,delayed,,2025-01-25,15:45,15:45,49,86.02,electronics,Sneha Iyer,Leave at doorstep
STP-100900,R-010,Colaba,19.189795,72.966559,warehouse,high,pending,vehicle_issue,2025-02-26,07:30,21:30,50,152.55,groceries,Vikram Singh,Call before arrival
STP-100901,R-006,Andheri,19.249859,72.967732,warehouse,high,failed,,2024-02-20,14:15,14:30,52,383.33,pharmaceuticals,Rahul Mehta,Call before arrival
STP-100902,R-011,Andheri,19.064948,72.944305,warehouse,low,completed,,2024-02-17,17:45,17:45,11,363.4,electronics,Priya Patel,
STP-100903,R-009,Borivali,19.129094,72.807505,delivery,high,pending,,2025-02-21,17:15,18:00,5,398.99,electronics,Priya Patel,
STP-100904,R-020,Thane,19.131379,73.097853,delivery,high,failed,weather,2024-11-19,12:30,13:00,12,226.56,electronics,Sneha Iyer,Urgent delivery
STP-100905,R-019,Bandra,19.131055,72.960122,delivery,low,delayed,,2024-09-02,13:45,13:45,58,179.59,groceries,Rahul Mehta,Call before arrival
STP-100906,R-020,Borivali,19.28911,72.833913,pickup,medium,completed,,2024-02-01,18:30,21:30,47,413.29,groceries,Priya Patel,
STP-100907,R-011,Dadar,19.023815,72.808515,pickup,low,pending,vehicle_issue,2025-12-23,12:15,12:15,51,78.64,pharmaceuticals,Amit Sharma,Leave at doorstep
STP-100908,R-008,Dadar,18.904527,72.967164,warehouse,medium,completed,,2024-07-24,21:30,21:30,23,257.57,electronics,Sneha Iyer,Urgent delivery
STP-100909,R-001,Powai,19.294829,73.044806,delivery,medium,failed,,2024-06-07,14:30,14:30,32,392.99,furniture,Vikram Singh,
STP-100910,R-011,Andheri,18.937549,72.770086,warehouse,low,completed,customer_unavailable,2024-05-15,12:45,12:45,5,311.09,electronics,Vikram Singh,
STP-100911,R-018,Colaba,19.253363,72.883837,pickup,medium,pending,,2025-08-29,08:30,18:15,25,49.43,pharmaceuticals,Priya Patel,Fragile
STP-100912,R-019,Bandra,19.170546,72.820815,warehouse,high,delayed,,2025-09-19,22:45,22:45,6,485.9,pharmaceuticals,Priya Patel,Leave at doorstep
STP-100913,R-003,Bandra,19.268345,72.991283,pickup,medium,completed,,2024-03-24,08:00,17:00,50,310.07,furniture,Sneha Iyer,
STP-100914,R-009,Powai,19.133987,72.957264,delivery,low,pending,,2025-07-08,17:30,17:30,36,443.22,groceries,Sneha Iyer,
STP-100915,R-020,Andheri,19.160807,73.012738,delivery,low,completed,,2024-04-06,14:30,22:15,33,120.19,furniture,Rahul Mehta,
STP-100916,R-005,Borivali,18.972062,73.030338,warehouse,high,completed,traffic,2025-07-22,06:30,11:00,7,34.92,electronics,Priya Patel,Handle with care
STP-100917,R-020,Andheri,19.017365,72.853916,delivery,low,pending,weather,2024-04-16,16:15,16:15,39,387.16,furniture,Vikram Singh,
STP-100918,R-012,Panvel,19.222278,72.910211,pickup,low,pending,traffic,2025-08-21,14:00,14:00,21,184.42,furniture,Priya Patel,
STP-100919,R-013,Panvel,18.905202,72.809074,warehouse,high,completed,,2025-10-08,17:15,17:15,52,82.41,pharmaceuticals,Priya Patel,
STP-100920,R-011,Kurla,19.228279,73.057219,pickup,high,delayed,,2025-11-07,16:30,16:30,8,138.8,groceries,Amit Sharma,
STP-100921,R-020,Borivali,19.199285,72.973178,delivery,medium,completed,,2024-04-18,20:15,20:15,15,54.1,pharmaceuticals,Sneha Iyer,
STP-100922,R-014,Colaba,19.234337,72.799536,pickup,medium,completed,,2025-11-21,11:45,22:30,48,185.5,pharmaceuticals,Rahul Mehta,Handle with care
STP-100923,R-013,Borivali,19.175041,72.974891,warehouse,high,failed,vehicle_issue,2024-08-28,09:30,09:30,46,386.84,electronics,Sneha Iyer,
STP-100924,R-014,Andheri,18.988552,72.943642,pickup,low,completed,,2025-01-04,08:15,18:15,30,353.18,electronics,Sneha Iyer,
STP-100925,R-008,Borivali,19.195608,72.812013,delivery,high,completed,,2024-09-21,22:15,22:15,31,233.13,furniture,Amit Sharma,
STP-100926,R-016,Panvel,18.89289,72.947529,warehouse,high,failed,,2025-10-30,17:30,17:30,5,195.38,furniture,Vikram Singh,Urgent delivery
STP-100927,R-019,Thane,19.153694,73.068227,delivery,high,completed,traffic,2024-02-11,06:00,19:15,31,160.52,pharmaceuticals,Amit Sharma,
STP-100928,R-005,Vashi,19.139446,72.991619,warehouse,medium,delayed,,2025-10-02,20:00,20:00,30,210.52,electronics,Sneha Iyer,Handle with care
STP-100929,R-017,Kurla,18.992888,72.842983,delivery,high,failed,,2025-11-10,21:45,21:45,19,399.57,pharmaceuticals,Vikram Singh,
STP-100930,R-010,Thane,19.019879,72.994981,delivery,medium,delayed,,2025-07-23,10:15,10:15,51,343.77,electronics,Rahul Mehta,Fragile
STP-100931,R-004,Colaba,19.280733,73.0922,pickup,medium,pending,weather,2025-09-16,08:30,21:00,53,475.24,electronics,Sneha Iyer,
STP-100932,R-003,Powai,19.197304,73.002424,warehouse,low,failed,traffic,2024-03-19,14:45,14:45,26,123.48,electronics,Priya Patel,
STP-100933,R-002,Vashi,18.977584,72.866024,delivery,medium,pending,traffic,2025-03-18,22:15,22:15,25,170.19,pharmaceuticals,Rahul Mehta,
STP-100934,R-010,Thane,19.217899,72.968265,delivery,high,delayed,,2025-02-19,10:45,19:30,49,245.45,furniture,Vikram Singh,
STP-100935,R-003,Andheri,19.219689,72.823565,delivery,medium,pending,,2025-06-03,19:30,22:15,34,310.46,pharmaceuticals,Priya Patel,
STP-100936,R-010,Andheri,19.074515,72.994228,delivery,low,completed,traffic,2025-11-13,07:45,08:45,44,203.29,groceries,Rahul Mehta,Fragile
STP-100937,R-009,Powai,18.9654,72.923444,warehouse,high,completed,,2025-08-23,21:15,21:15,11,139.93,pharmaceuticals,Vikram Singh,
STP-100938,R-014,Powai,19.072263,72.774323,delivery,medium,failed,,2025-01-16,21:00,21:00,33,198.31,electronics,Priya Patel,Urgent delivery
STP-100939,R-011,Dadar,19.299617,73.026428,pickup,medium,failed,,2024-02-25,19:00,19:00,44,28.65,furniture,Priya Patel,Fragile
STP-100940,R-006,Thane,19.184251,73.093189,warehouse,high,pending,,2025-10-16,11:30,17:45,48,88.45,pharmaceuticals,Rahul Mehta,Leave at doorstep
STP-100941,R-020,Kurla,19.27195,72.994384,pickup,low,completed,weather,2024-11-30,19:30,19:30,25,392.19,groceries,Sneha Iyer,Leave at doorstep
STP-100942,R-016,Borivali,19.272981,72.913904,pickup,low,failed,,2025-10-25,21:45,22:00,7,48.15,groceries,Vikram Singh,
STP-100943,R-015,Vashi,19.295503,72.869209,warehouse,high,completed,,2025-09-21,13:30,13:30,26,345.8,electronics,Rahul Mehta,
STP-100944,R-019,Powai,19.190744,73.047472,warehouse,high,failed,,2024-04-18,17:30,17:30,16,371.11,electronics,Amit Sharma,Fragile
STP-100945,R-007,Borivali,19.133043,72.95617,delivery,low,delayed,,2024-07-01,11:00,17:15,53,43.42,furniture,Rahul Mehta,Urgent delivery
STP-100946,R-002,Dadar,18.999436,72.958314,warehouse,low,failed,vehicle_issue,2025-04-11,14:30,14:30,6,90.14,groceries,Sneha Iyer,Urgent delivery
STP-100947,R-014,Andheri,18.948505,73.052988,warehouse,low,failed,,2025-06-22,15:00,15:00,20,462.82,pharmaceuticals,Vikram Singh,
STP-100948,R-002,Colaba,19.022787,73.012911,warehouse,medium,completed,customer_unavailable,2024-04-01,14:15,20:30,39,203.67,groceries,Sneha Iyer,
STP-100949,R-018,Colaba,19.247131,72.844557,pickup,medium,completed,,2024-06-21,17:15,17:15,37,31.56,furniture,Vikram Singh,Leave at doorstep
STP-100950,R-018,Andheri,19.128262,72.927628,warehouse,high,completed,traffic,2024-05-10,10:15,10:15,32,461.69,groceries,Priya Patel,Urgent delivery
STP-100951,R-003,Vashi,19.270666,72.960783,pickup,medium,delayed,,2024-12-05,10:30,11:45,47,395.92,groceries,Sneha Iyer,Leave at doorstep
STP-100952,R-003,Kurla,19.294979,73.044395,delivery,medium,failed,traffic,2024-01-22,06:15,13:45,51,54.36,pharmaceuticals,Rahul Mehta,Urgent delivery
STP-100953,R-011,Borivali,19.092004,72.912983,pickup,medium,completed,,2025-10-02,18:15,18:15,30,22.42,pharmaceuticals,Vikram Singh,
STP-100954,R-012,Bandra,19.014198,72.814669,delivery,low,failed,traffic,2024-09-10,22:15,22:15,55,361.63,groceries,Sneha Iyer,
STP-100955,R-003,Powai,18.939603,72.797811,delivery,medium,completed,,2025-04-11,21:15,21:15,57,397.02,furniture,Priya Patel,
STP-100956,R-012,Powai,18.99298,73.040182,warehouse,high,completed,vehicle_issue,2025-12-09,21:00,21:00,59,409.6,pharmaceuticals,Sneha Iyer,
STP-100957,R-007,Kurla,19.219477,73.02262,warehouse,high,completed,customer_unavailable,2024-06-02,18:15,18:15,15,180.7,pharmaceuticals,Vikram Singh,
STP-100958,R-020,Andheri,19.026687,73.013382,delivery,low,delayed,,2025-05-14,21:00,21:00,49,7.52,electronics,Vikram Singh,Leave at doorstep
STP-100959,R-004,Powai,19.290954,72.887395,warehouse,medium,completed,weather,2025-06-06,19:30,19:30,19,353.77,pharmaceuticals,Vikram Singh,
STP-100960,R-016,Andheri,19.094391,72.891608,warehouse,low,failed,,2025-02-10,14:30,16:15,60,476.37,pharmaceuticals,Vikram Singh,
STP-100961,R-007,Dadar,19.066127,73.093711,pickup,medium,failed,,2024-05-07,14:45,14:45,55,132.52,electronics,Priya Patel,Handle with care
STP-100962,R-016,Andheri,19.009282,73.018445,warehouse,low,pending,,2024-07-13,14:45,14:45,38,113.32,groceries,Vikram Singh,Fragile
STP-100963,R-018,Thane,19.247326,72.981194,delivery,medium,delayed,vehicle_issue,2025-07-22,19:00,19:00,52,205.02,groceries,Sneha Iyer,Leave at doorstep
STP-100964,R-008,Panvel,19.276994,72.872558,warehouse,medium,pending,vehicle_issue,2024-11-20,10:30,12:45,29,228.08,furniture,Rahul Mehta,Call before arrival
STP-100965,R-015,Andheri,19.134058,72.981921,pickup,high,pending,weather,2025-09-07,08:45,10:15,45,60.7,groceries,Priya Patel,Call before arrival
STP-100966,R-005,Andheri,19.270083,73.049793,pickup,medium,delayed,traffic,2025-05-29,06:00,20:45,55,302.86,groceries,Vikram Singh,
STP-100967,R-019,Panvel,19.296411,73.002855,warehouse,high,failed,,2024-07-22,11:00,22:45,21,257.79,electronics,Vikram Singh,
STP-100968,R-014,Panvel,19.101869,72.987588,warehouse,medium,failed,traffic,2024-04-11,09:00,16:00,55,77.84,pharmaceuticals,Sneha Iyer,
STP-100969,R-006,Andheri,19.237239,72.814575,warehouse,high,pending,,2024-08-12,07:15,07:45,23,81.24,pharmaceuticals,Amit Sharma,
STP-100970,R-008,Borivali,19.012388,72.904154,pickup,low,pending,,2025-08-13,17:15,17:15,11,315.03,groceries,Amit Sharma,
STP-100971,R-002,Borivali,19.272328,73.02013,warehouse,high,failed,customer_unavailable,2024-03-29,17:00,17:00,58,43.05,electronics,Vikram Singh,Fragile
STP-100972,R-001,Dadar,19.143812,72.999403,pickup,high,failed,customer_unavailable,2025-07-04,11:30,22:45,24,268.94,pharmaceuticals,Vikram Singh,
STP-100973,R-002,Colaba,19.01472,72.897021,warehouse,low,failed,customer_unavailable,2025-08-31,12:30,21:15,24,104.7,furniture,Priya Patel,
STP-100974,R-010,Colaba,19.241395,72.933668,delivery,high,pending,vehicle_issue,2024-05-02,08:15,08:15,26,265.91,pharmaceuticals,Priya Patel,
STP-100975,R-008,Andheri,18.933001,72.988363,pickup,high,pending,,2024-10-06,10:00,22:00,16,143.75,pharmaceuticals,Vikram Singh,
STP-100976,R-016,Colaba,19.049998,72.931749,warehouse,medium,pending,customer_unavailable,2024-10-24,15:15,15:15,16,360.08,groceries,Sneha Iyer,Call before arrival
STP-100977,R-010,Dadar,19.136735,73.078578,warehouse,low,delayed,,2025-03-21,14:00,14:00,29,95.36,pharmaceuticals,Priya Patel,
STP-100978,R-014,Powai,18.930712,72.983262,delivery,low,completed,weather,2024-12-31,22:30,22:30,7,57.45,groceries,Amit Sharma,
STP-100979,R-003,Panvel,19.032536,72.942493,pickup,medium,delayed,,2024-11-03,09:00,16:15,29,160.89,electronics,Priya Patel,
STP-100980,R-020,Dadar,19.225435,72.963101,delivery,low,pending,,2024-08-22,13:15,22:45,41,187.68,furniture,Sneha Iyer,
STP-100981,R-004,Panvel,19.209388,72.777108,warehouse,medium,failed,,2024-08-25,13:30,13:30,24,161.49,pharmaceuticals,Amit Sharma,Leave at doorstep
STP-100982,R-016,Borivali,19.124733,72.854463,pickup,high,delayed,,2024-04-10,10:30,12:30,26,217.33,pharmaceuticals,Amit Sharma,
STP-100983,R-017,Vashi,19.172923,72.774713,delivery,medium,pending,,2024-10-14,22:30,22:30,45,419.89,electronics,Amit Sharma,Call before arrival
STP-100984,R-004,Powai,19.252069,72.862069,warehouse,low,completed,traffic,2025-12-11,09:15,15:00,26,397.24,electronics,Sneha Iyer,Call before arrival
STP-100985,R-016,Andheri,19.085088,72.993054,warehouse,low,completed,,2025-10-25,07:00,07:00,34,403.5,furniture,Priya Patel,
STP-100986,R-018,Powai,19.179701,73.08739,warehouse,low,delayed,,2025-02-24,21:00,21:00,28,12.87,furniture,Priya Patel,Call before arrival
STP-100987,R-013,Andheri,19.155421,73.012609,warehouse,high,failed,customer_unavailable,2025-01-01,20:30,20:30,55,166.62,groceries,Priya Patel,
STP-100988,R-013,Vashi,18.974009,72.895891,delivery,high,delayed,,2024-03-31,20:00,20:00,55,254.88,electronics,Sneha Iyer,
STP-100989,R-018,Vashi,19.091493,72.80964,warehouse,medium,failed,,2025-04-23,12:15,12:15,42,67.14,furniture,Amit Sharma,Handle with care
STP-100990,R-001,Bandra,19.20011,72.841414,pickup,low,completed,traffic,2025-06-30,11:15,19:30,52,214.67,pharmaceuticals,Rahul Mehta,Leave at doorstep
STP-100991,R-020,Panvel,19.191437,72.907859,warehouse,medium,delayed,,2025-01-27,15:45,18:00,10,259.84,furniture,Amit Sharma,Leave at doorstep
STP-100992,R-011,Thane,19.240324,73.083845,warehouse,medium,failed,weather,2025-01-22,06:00,08:45,44,335.69,pharmaceuticals,Rahul Mehta,
STP-100993,R-013,Andheri,18.982056,73.034269,warehouse,low,failed,,2025-09-07,19:30,19:30,26,107.67,electronics,Priya Patel,
STP-100994,R-012,Panvel,18.932897,72.778361,delivery,medium,pending,customer_unavailable,2025-03-31,22:45,22:45,39,228.66,furniture,Amit Sharma,
STP-100995,R-019,Bandra,19.156699,72.795567,delivery,high,failed,weather,2025-06-06,09:30,09:45,6,10.27,pharmaceuticals,Vikram Singh,Handle with care
STP-100996,R-008,Thane,19.223972,72.804864,delivery,high,delayed,,2025-10-01,22:45,22:45,59,250.93,electronics,Sneha Iyer,
STP-100997,R-006,Borivali,18.942013,72.780061,delivery,high,delayed,,2024-11-28,21:00,21:00,58,339.89,electronics,Priya Patel,Call before arrival
STP-100998,R-007,Thane,19.116016,72.794846,pickup,high,completed,,2025-01-05,11:30,13:30,38,87.85,electronics,Vikram Singh,
STP-100999,R-014,Thane,19.038505,72.810761,delivery,medium,delayed,customer_unavailable,2024-05-19,15:00,15:00,9,39.32,electronics,Rahul Mehta,
STP-101000,R-006,Borivali,19.001129,72.916541,pickup,low,delayed,,2024-11-16,07:30,21:30,59,7.96,groceries,Vikram Singh,Call before arrival
STP-101001,R-005,Thane,19.036116,72.895644,pickup,high,pending,weather,2025-12-14,13:00,13:00,47,24.89,pharmaceuticals,Amit Sharma,Leave at doorstep
STP-101002,R-009,Vashi,18.982292,73.002217,pickup,medium,pending,traffic,2025-11-12,21:00,22:15,49,469.46,electronics,Sneha Iyer,Leave at doorstep
STP-101003,R-011,Colaba,18.967995,72.78143,delivery,medium,delayed,,2025-07-22,13:30,13:30,30,171.89,furniture,Rahul Mehta,Leave at doorstep
STP-101004,R-017,Powai,18.901174,73.077097,pickup,medium,completed,,2024-02-08,15:15,15:15,34,292.31,electronics,Rahul Mehta,Fragile
STP-101005,R-005,Andheri,18.963151,72.868231,delivery,high,delayed,,2024-10-02,21:00,21:00,26,22.52,electronics,Sneha Iyer,Handle with care
STP-101006,R-001,Colaba,19.237098,73.058339,delivery,high,failed,,2025-09-04,06:15,16:45,59,466.92,electronics,Sneha Iyer,
STP-101007,R-017,Kurla,19.162594,72.864236,warehouse,high,completed,,2025-07-09,10:00,10:00,21,285.45,pharmaceuticals,Amit Sharma,
STP-101008,R-018,Colaba,19.098486,73.086846,pickup,medium,pending,,2025-02-06,16:15,18:45,60,325.02,pharmaceuticals,Sneha Iyer,Fragile
STP-101009,R-010,Borivali,19.171203,73.005442,delivery,low,pending,traffic,2024-04-01,13:30,13:30,27,46.0,groceries,Amit Sharma,Call before arrival
STP-101010,R-012,Vashi,18.921017,72.958153,pickup,low,delayed,,2024-08-01,19:30,19:30,35,495.8,pharmaceuticals,Priya Patel,Leave at doorstep
STP-101011,R-005,Powai,18.994861,72.957406,pickup,high,completed,,2025-01-26,18:45,19:00,18,333.48,electronics,Rahul Mehta,
STP-101012,R-020,Borivali,19.129816,73.050974,warehouse,high,pending,traffic,2024-10-27,07:45,15:00,42,59.06,pharmaceuticals,Rahul Mehta,
STP-101013,R-006,Powai,19.122876,72.912668,pickup,high,delayed,,2024-03-23,09:45,19:45,26,272.38,furniture,Rahul Mehta,
STP-101014,R-006,Thane,19.047508,73.023331,delivery,high,failed,,2024-04-07,06:45,09:00,11,76.98,groceries,Priya Patel,
STP-101015,R-001,Borivali,18.969665,73.07121,warehouse,low,failed,,2024-08-04,07:15,07:15,32,206.74,furniture,Vikram Singh,Call before arrival
STP-101016,R-014,Kurla,19.003256,72.788239,pickup,high,failed,vehicle_issue,2025-09-07,10:00,10:45,10,404.12,furniture,Sneha Iyer,Call before arrival
STP-101017,R-002,Dadar,19.292774,72.94403,pickup,high,failed,,2025-03-19,11:45,13:45,60,88.55,pharmaceuticals,Rahul Mehta,
STP-101018,R-003,Thane,18.947289,72.905782,pickup,low,delayed,traffic,2024-06-14,19:30,22:30,53,67.76,electronics,Vikram Singh,
STP-101019,R-001,Andheri,19.040769,72.773707,pickup,high,failed,,2024-03-01,17:45,17:45,22,204.79,groceries,Sneha Iyer,Handle with care
STP-101020,R-010,Andheri,18.913025,72.845752,warehouse,high,pending,,2024-12-11,13:15,13:15,38,362.51,electronics,Sneha Iyer,Handle with care
STP-101021,R-002,Colaba,19.114919,72.869711,pickup,low,failed,,2025-10-18,19:45,19:45,37,370.04,electronics,Vikram Singh,Call before arrival
STP-101022,R-014,Borivali,19.247791,72.806713,warehouse,medium,completed,customer_unavailable,2025-06-28,08:45,19:00,14,239.2,furniture,Amit Sharma,Urgent delivery
STP-101023,R-005,Colaba,19.066513,73.091913,pickup,medium,completed,traffic,2025-02-21,12:30,21:30,25,47.33,groceries,Priya Patel,Leave at doorstep
STP-101024,R-019,Dadar,19.249549,72.951815,warehouse,low,failed,vehicle_issue,2024-07-22,22:45,22:45,7,90.84,pharmaceuticals,Rahul Mehta,Fragile
STP-101025,R-010,Thane,19.266893,72.869151,delivery,medium,failed,,2025-05-15,22:45,22:45,28,27.86,pharmaceuticals,Priya Patel,Call before arrival
STP-101026,R-012,Borivali,19.109754,73.078153,delivery,medium,completed,,2025-03-11,10:15,10:15,58,119.13,furniture,Amit Sharma,
STP-101027,R-005,Borivali,19.166064,72.952681,delivery,low,pending,,2025-12-29,13:30,20:00,23,345.35,groceries,Amit Sharma,
STP-101028,R-017,Andheri,19.086058,73.098362,pickup,medium,failed,,2025-06-02,15:00,20:30,39,270.89,furniture,Vikram Singh,
STP-101029,R-001,Andheri,18.949665,72.873767,delivery,high,delayed,customer_unavailable,2024-09-23,21:45,21:45,17,173.91,pharmaceuticals,Vikram Singh,Fragile
STP-101030,R-018,Borivali,19.135388,72.839976,delivery,high,delayed,,2025-01-12,22:15,22:15,30,316.8,electronics,Amit Sharma,Call before arrival
STP-101031,R-006,Powai,19.097449,73.079759,delivery,low,completed,customer_unavailable,2025-12-16,13:30,22:30,57,203.21,furniture,Vikram Singh,
STP-101032,R-012,Colaba,19.145169,72.928379,delivery,low,pending,,2025-01-12,13:30,13:30,8,23.26,groceries,Priya Patel,
STP-101033,R-015,Andheri,19.195381,72.844912,warehouse,low,completed,vehicle_issue,2024-07-03,10:00,10:00,47,326.06,groceries,Priya Patel,
STP-101034,R-001,Dadar,19.29423,72.819842,delivery,medium,failed,,2024-08-07,12:15,12:30,48,463.07,pharmaceuticals,Amit Sharma,Handle with care
STP-101035,R-008,Thane,19.026139,72.989826,warehouse,medium,pending,weather,2024-11-12,10:30,21:15,16,140.47,groceries,Vikram Singh,
STP-101036,R-014,Bandra,19.189372,72.779066,pickup,low,pending,,2024-07-08,12:30,13:45,27,104.87,furniture,Sneha Iyer,
STP-101037,R-020,Colaba,19.239692,72.949888,delivery,high,pending,traffic,2024-11-30,11:00,22:15,10,176.38,pharmaceuticals,Priya Patel,Call before arrival
STP-101038,R-013,Colaba,19.123423,73.092973,pickup,low,completed,weather,2024-08-24,21:45,21:45,47,481.49,electronics,Vikram Singh,Handle with care
STP-101039,R-015,Kurla,18.982279,72.914781,warehouse,high,delayed,vehicle_issue,2024-08-22,22:45,22:45,14,177.05,groceries,Rahul Mehta,Call before arrival
STP-101040,R-003,Colaba,19.096879,73.063796,pickup,low,delayed,,2024-09-12,09:30,13:15,11,388.86,pharmaceuticals,Rahul Mehta,
STP-101041,R-015,Panvel,18.986354,72.901003,delivery,low,failed,,2025-03-29,09:30,09:30,27,478.06,electronics,Amit Sharma,
STP-101042,R-006,Borivali,19.216687,72.98361,pickup,medium,pending,,2025-03-22,15:00,19:45,48,491.32,pharmaceuticals,Priya Patel,Leave at doorstep
STP-101043,R-018,Kurla,19.220887,73.068329,delivery,medium,pending,vehicle_issue,2024-07-20,12:15,15:45,38,232.78,pharmaceuticals,Priya Patel,Fragile
STP-101044,R-003,Bandra,19.29155,73.035292,pickup,low,failed,,2025-06-11,12:15,12:15,42,134.12,groceries,Amit Sharma,Handle with care
STP-101045,R-007,Andheri,18.904704,72.938452,warehouse,low,completed,,2024-05-25,16:30,16:30,34,360.76,groceries,Priya Patel,Call before arrival
STP-101046,R-002,Dadar,19.001187,72.780285,delivery,medium,delayed,,2025-11-14,13:30,14:00,11,255.59,electronics,Rahul Mehta,Fragile
STP-101047,R-015,Panvel,18.965479,73.013486,pickup,low,completed,weather,2024-03-03,13:45,13:45,9,452.59,electronics,Priya Patel,Handle with care
STP-101048,R-009,Vashi,19.052809,72.977025,delivery,high,failed,vehicle_issue,2025-11-19,10:45,10:45,28,110.35,furniture,Rahul Mehta,Handle with care
STP-101049,R-012,Thane,19.215825,73.02333,warehouse,low,failed,customer_unavailable,2024-10-14,19:15,19:15,15,72.94,groceries,Rahul Mehta,Fragile
STP-101050,R-018,Panvel,19.090575,72.770732,delivery,medium,delayed,,2024-11-21,21:00,21:00,36,232.22,electronics,Amit Sharma,Fragile
STP-101051,R-014,Bandra,19.232216,72.855483,warehouse,high,completed,vehicle_issue,2024-03-15,13:45,15:45,17,444.18,groceries,Amit Sharma,
STP-101052,R-010,Andheri,19.208183,72.994242,warehouse,low,pending,,2025-11-10,10:30,11:00,59,32.3,furniture,Rahul Mehta,
STP-101053,R-010,Bandra,19.009268,73.0138,pickup,low,completed,traffic,2025-01-02,15:00,15:00,11,210.84,furniture,Vikram Singh,Urgent delivery
STP-101054,R-010,Thane,19.253866,73.063325,delivery,low,completed,,2024-05-21,13:00,13:00,56,383.7,furniture,Sneha Iyer,Urgent delivery
STP-101055,R-003,Andheri,19.133464,73.004789,warehouse,medium,completed,vehicle_issue,2025-01-15,15:15,21:00,34,71.5,groceries,Rahul Mehta,Handle with care
STP-101056,R-017,Bandra,18.922045,72.817596,warehouse,low,delayed,,2024-02-22,11:30,16:15,34,86.22,groceries,Rahul Mehta,Call before arrival
STP-101057,R-011,Bandra,19.084256,72.935365,pickup,low,delayed,,2025-12-27,16:30,16:30,10,147.46,electronics,Sneha Iyer,
STP-101058,R-010,Panvel,19.186032,73.080027,warehouse,low,delayed,,2024-10-07,12:00,19:45,6,190.96,electronics,Sneha Iyer,
STP-101059,R-008,Colaba,19.091723,72.946286,warehouse,high,completed,,2024-11-04,10:00,15:30,30,136.6,electronics,Amit Sharma,Urgent delivery
STP-101060,R-011,Dadar,19.043123,73.056876,pickup,low,completed,,2024-03-10,19:30,19:30,19,57.16,pharmaceuticals,Vikram Singh,
STP-101061,R-008,Andheri,18.984454,73.028091,delivery,low,failed,,2024-08-18,20:45,20:45,45,422.97,pharmaceuticals,Priya Patel,
STP-101062,R-017,Bandra,18.940634,72.843195,delivery,low,failed,,2025-06-03,13:00,13:00,58,21.27,pharmaceuticals,Sneha Iyer,Call before arrival
STP-101063,R-014,Panvel,19.069712,72.901652,delivery,high,failed,,2025-09-23,17:45,18:45,36,498.63,pharmaceuticals,Priya Patel,Handle with care
STP-101064,R-003,Powai,19.051339,72.825946,pickup,medium,completed,vehicle_issue,2024-08-06,20:45,20:45,24,218.33,furniture,Amit Sharma,
STP-101065,R-011,Dadar,19.050136,72.824978,delivery,medium,completed,,2025-07-22,22:30,22:30,36,348.52,electronics,Rahul Mehta,
STP-101066,R-007,Colaba,19.233296,72.93553,delivery,medium,delayed,,2024-06-24,12:15,15:30,44,113.43,furniture,Sneha Iyer,
STP-101067,R-010,Borivali,18.934048,72.93764,pickup,high,pending,,2024-04-17,08:00,12:45,49,220.38,groceries,Sneha Iyer,Leave at doorstep
STP-101068,R-012,Colaba,19.160333,73.053741,warehouse,low,pending,weather,2024-03-09,19:00,19:00,22,227.44,furniture,Vikram Singh,Call before arrival
STP-101069,R-007,Dadar,18.935892,73.027984,pickup,low,failed,,2025-06-25,12:15,12:15,6,75.56,groceries,Amit Sharma,
STP-101070,R-010,Powai,18.901428,72.790143,warehouse,high,pending,vehicle_issue,2024-05-09,19:30,19:30,49,124.29,groceries,Rahul Mehta,Call before arrival
STP-101071,R-007,Dadar,19.012222,73.090146,warehouse,medium,completed,vehicle_issue,2024-08-23,08:45,18:30,51,407.8,electronics,Priya Patel,
STP-101072,R-004,Bandra,19.252821,72.802034,pickup,high,completed,traffic,2025-03-11,11:30,13:00,13,128.52,pharmaceuticals,Vikram Singh,Urgent delivery
STP-101073,R-002,Thane,19.164667,72.812273,warehouse,low,failed,,2024-12-14,10:00,11:15,6,342.49,electronics,Vikram Singh,
STP-101074,R-003,Panvel,19.060625,73.044727,warehouse,medium,pending,vehicle_issue,2025-07-05,20:00,20:00,55,7.23,pharmaceuticals,Rahul Mehta,
