stop_id,route_id,location_name,lat,lon,stop_type,priority,status,delay_reason,scheduled_date,time_window_start,time_window_end,service_duration_min,cargo_weight_kg,cargo_type,contact_person,notes
STP-000648,RT-152,Bommanahalli Pickup,12.9133,77.6398,Rest,Medium,Delayed,Weather delay,2024-02-11,2024-02-11 07:00,2024-02-11 11:00,20,0,Auto Parts,Suresh Patil,Parking available
STP-000649,RT-152,Kalyan Junction,19.2403,73.1305,Delivery,Low,On Time,,2024-01-16,2024-01-16 11:00,2024-01-16 14:00,15,1232,Textiles,Anil Sharma,
STP-000650,RT-152,Uran Customs Terminal,18.8921,72.9448,Pickup,Medium,Delayed,Traffic congestion,2024-01-08,2024-01-08 08:30,2024-01-08 11:30,10,1001,Electronics,Deepak Mehta,Temperature controlled
STP-000651,RT-152,Patancheru Depot,17.5334,78.2636,Customs,High,Delayed,Customer not available,2024-03-12,2024-03-12 08:00,2024-03-12 10:30,60,0,Electronics,Sunita Rao,Temperature controlled
STP-000652,RT-152,Panvel Port Gate,18.9894,73.1175,Warehouse,High,On Time,,2024-03-09,2024-03-09 09:30,2024-03-09 11:30,30,1674,Auto Parts,Sunita Rao,High security zone
STP-000653,RT-152,Patna Cargo Center,25.5941,85.1376,Meeting,High,Cancelled,,2024-02-04,2024-02-04 07:30,2024-02-04 10:30,45,0,Documents,Arjun Verma,Temperature controlled
STP-000654,RT-152,Ludhiana Warehouse,30.901,75.8573,Meeting,Medium,On Time,,2024-03-09,2024-03-09 07:00,2024-03-09 09:30,45,0,Perishables,Suresh Patil,Requires forklift
STP-000655,RT-152,Sriperumbudur Hub,12.9674,79.9482,Warehouse,Low,Delayed,Driver illness,2024-03-19,2024-03-19 13:30,2024-03-19 15:30,30,1459,Auto Parts,Vinod Yadav,Temperature controlled
STP-000656,RT-152,Kanpur Industrial,26.4499,80.3319,Meeting,Medium,Scheduled,,2024-03-17,2024-03-17 10:30,2024-03-17 13:00,45,0,FMCG,Arjun Verma,Call 30 min before arrival
STP-000657,RT-152,Coimbatore Industrial,11.0168,76.9558,Meeting,High,Scheduled,,2024-01-23,2024-01-23 07:30,2024-01-23 11:30,45,0,Textiles,Suresh Patil,Gate closes at 17:00
STP-000658,RT-152,Uppal Distribution,17.4062,78.5604,Pickup,Low,Scheduled,,2024-01-16,2024-01-16 14:30,2024-01-16 18:30,10,743,Auto Parts,Rajesh Singh,Call 30 min before arrival
STP-000659,RT-153,Mulund Cold Storage,19.1726,72.9559,Delivery,Low,On Time,,2024-02-16,2024-02-16 10:00,2024-02-16 13:30,15,1451,Perishables,Santosh Reddy,Temperature controlled
STP-000660,RT-153,Sriperumbudur Hub,12.9674,79.9482,Delivery,Low,Delayed,Customs hold,2024-02-05,2024-02-05 13:30,2024-02-05 15:00,15,1523,Textiles,Arjun Verma,Requires forklift
STP-000661,RT-153,Electronic City Hub,12.8399,77.677,Delivery,High,On Time,,2024-02-03,2024-02-03 08:00,2024-02-03 10:30,15,1398,Electronics,Neha Desai,High security zone
STP-000662,RT-153,Bhopal Central Depot,23.2599,77.4126,Meeting,Low,On Time,,2024-03-23,2024-03-23 07:00,2024-03-23 10:30,45,0,Auto Parts,Vinod Yadav,Gate closes at 17:00
STP-000663,RT-153,Hinjewadi Tech Zone,18.5912,73.7389,Meeting,Medium,On Time,,2024-01-06,2024-01-06 12:00,2024-01-06 16:00,45,0,Auto Parts,Manish Gupta,
STP-000664,RT-153,Ambattur Industrial,13.0978,80.1609,Delivery,Medium,Cancelled,,2024-03-14,2024-03-14 12:00,2024-03-14 14:00,15,877,Electronics,Amit Tiwari,Temperature controlled
STP-000665,RT-153,Dadar Warehouse,19.0178,72.8478,Delivery,Medium,On Time,,2024-03-21,2024-03-21 08:00,2024-03-21 12:00,15,1664,Electronics,Santosh Reddy,Parking available
STP-000666,RT-153,Pimpri Depot,18.6298,73.7997,Warehouse,Medium,On Time,,2024-02-13,2024-02-13 14:00,2024-02-13 16:30,30,494,Electronics,Ravi Krishnan,
STP-000667,RT-153,Agra Distribution,27.1767,78.0081,Warehouse,Medium,On Time,,2024-01-08,2024-01-08 08:00,2024-01-08 10:30,30,1746,Perishables,Suresh Patil,Requires forklift
STP-000668,RT-153,Andheri Distribution Hub,19.1196,72.8464,Delivery,Low,On Time,,2024-03-19,2024-03-19 07:30,2024-03-19 10:00,15,124,Textiles,Ramesh Kumar,High security zone
STP-000669,RT-153,Kanpur Industrial,26.4499,80.3319,Warehouse,Medium,On Time,,2024-03-17,2024-03-17 13:00,2024-03-17 15:30,30,1638,Auto Parts,Amit Tiwari,Gate closes at 17:00
STP-000670,RT-153,Gurgaon Logistics Park,28.4595,77.0266,Delivery,Low,On Time,,2024-03-07,2024-03-07 07:30,2024-03-07 10:00,15,35,Textiles,Neha Desai,Gate closes at 17:00
STP-000671,RT-153,Jaipur Logistics Park,26.9124,75.7873,Meeting,Low,On Time,,2024-03-06,2024-03-06 09:30,2024-03-06 13:30,45,0,Perishables,Santosh Reddy,
STP-000672,RT-153,Ludhiana Warehouse,30.901,75.8573,Delivery,High,On Time,,2024-01-17,2024-01-17 07:30,2024-01-17 09:30,15,1344,Documents,Priya Nair,High security zone
STP-000673,RT-153,Whitefield Warehouse,12.9698,77.75,Meeting,Medium,On Time,,2024-03-01,2024-03-01 09:30,2024-03-01 11:30,45,0,Electronics,Manish Gupta,Requires forklift
STP-000674,RT-153,Indore Logistics Hub,22.7196,75.8577,Delivery,Medium,Delayed,Vehicle breakdown,2024-02-14,2024-02-14 07:00,2024-02-14 10:00,15,1618,Electronics,Priya Nair,Temperature controlled
STP-000675,RT-153,Bhiwandi Mega Depot,19.2979,73.0586,Meeting,Medium,Delayed,Customer not available,2024-03-29,2024-03-29 14:30,2024-03-29 18:30,45,0,Pharmaceuticals,Rajesh Singh,Gate closes at 17:00
STP-000676,RT-153,Ahmedabad GIDC,23.0225,72.5714,Pickup,Low,Delayed,Customer not available,2024-01-29,2024-01-29 07:00,2024-01-29 10:00,10,1287,FMCG,Anil Sharma,
STP-000677,RT-153,Surat Textile Hub,21.1702,72.8311,Warehouse,Low,On Time,,2024-02-18,2024-02-18 12:00,2024-02-18 16:30,30,23,Pharmaceuticals,Ramesh Kumar,Gate closes at 17:00
STP-000678,RT-154,Whitefield Warehouse,12.9698,77.75,Warehouse,Medium,Scheduled,,2024-01-26,2024-01-26 10:00,2024-01-26 12:00,30,1875,Electronics,Ramesh Kumar,Requires forklift
STP-000679,RT-154,Andheri Distribution Hub,19.1196,72.8464,Pickup,Low,On Time,,2024-01-27,2024-01-27 08:30,2024-01-27 11:30,10,1667,Pharmaceuticals,Arjun Verma,Requires forklift
STP-000680,RT-154,Kolkata Dock Logistics,22.5726,88.3639,Customs,Low,Scheduled,,2024-01-09,2024-01-09 13:00,2024-01-09 17:00,60,0,FMCG,Ravi Krishnan,Temperature controlled
STP-000681,RT-154,Mulund Cold Storage,19.1726,72.9559,Delivery,Medium,Scheduled,,2024-03-17,2024-03-17 12:30,2024-03-17 15:00,15,1572,Textiles,Santosh Reddy,Temperature controlled
STP-000682,RT-154,Uran Customs Terminal,18.8921,72.9448,Customs,Medium,Scheduled,,2024-02-01,2024-02-01 09:00,2024-02-01 12:30,60,0,Documents,Manish Gupta,
STP-000683,RT-154,Noida Distribution Center,28.5355,77.391,Delivery,High,On Time,,2024-03-19,2024-03-19 14:00,2024-03-19 18:00,15,1548,Perishables,Ravi Krishnan,Parking available
STP-000684,RT-154,Ambattur Industrial,13.0978,80.1609,Pickup,Medium,On Time,,2024-02-17,2024-02-17 12:30,2024-02-17 16:30,10,1200,Auto Parts,Arjun Verma,Call 30 min before arrival
STP-000685,RT-154,Hinjewadi Tech Zone,18.5912,73.7389,Delivery,Low,On Time,,2024-02-20,2024-02-20 14:00,2024-02-20 16:30,15,782,Textiles,Rajesh Singh,Parking available
STP-000686,RT-154,Surat Textile Hub,21.1702,72.8311,Delivery,High,Delayed,Customer not available,2024-02-26,2024-02-26 08:30,2024-02-26 11:00,15,1059,Textiles,Priya Nair,
STP-000687,RT-154,Dankuni Distribution,22.6748,88.2731,Pickup,Medium,On Time,,2024-02-10,2024-02-10 12:30,2024-02-10 15:30,10,914,FMCG,Vinod Yadav,Gate closes at 17:00
STP-000688,RT-154,Kanpur Industrial,26.4499,80.3319,Pickup,High,On Time,,2024-01-30,2024-01-30 08:00,2024-01-30 11:00,10,88,Textiles,Anil Sharma,Parking available
STP-000689,RT-154,Electronic City Hub,12.8399,77.677,Delivery,Medium,Delayed,Vehicle breakdown,2024-03-28,2024-03-28 11:30,2024-03-28 15:00,15,1761,Documents,Neha Desai,High security zone
STP-000690,RT-154,BKC Corporate HQ,19.0658,72.8692,Delivery,Medium,Delayed,Driver illness,2024-02-21,2024-02-21 12:00,2024-02-21 15:30,15,1958,FMCG,Sunita Rao,
STP-000691,RT-154,Aurangabad Hub,19.8762,75.3433,Delivery,Low,On Time,,2024-01-30,2024-01-30 10:30,2024-01-30 13:30,15,185,Pharmaceuticals,Sunita Rao,Temperature controlled
STP-000692,RT-154,Guwahati North Hub,26.1445,91.7362,Pickup,Low,On Time,,2024-02-26,2024-02-26 13:30,2024-02-26 15:00,10,1192,Documents,Rajesh Singh,High security zone
STP-000693,RT-154,Visakhapatnam Port,17.6868,83.2185,Customs,High,Delayed,Customer not available,2024-01-29,2024-01-29 12:30,2024-01-29 15:30,60,0,Documents,Ravi Krishnan,High security zone
STP-000694,RT-154,Nagpur Cold Chain,21.1458,79.0882,Delivery,High,Cancelled,,2024-01-20,2024-01-20 07:30,2024-01-20 09:30,15,428,Auto Parts,Suresh Patil,
STP-000695,RT-154,Pune Warehouse Central,18.5204,73.8567,Delivery,High,On Time,,2024-02-08,2024-02-08 14:00,2024-02-08 18:00,15,1142,FMCG,Ramesh Kumar,
STP-000696,RT-154,Pimpri Depot,18.6298,73.7997,Delivery,High,Delayed,Traffic congestion,2024-01-27,2024-01-27 13:00,2024-01-27 16:30,15,941,Electronics,Priya Nair,Call 30 min before arrival
STP-000697,RT-154,Connaught Place Hub,28.6315,77.2167,Delivery,Low,On Time,,2024-01-21,2024-01-21 13:00,2024-01-21 16:00,15,989,Perishables,Suresh Patil,
STP-000698,RT-155,Aurangabad Hub,19.8762,75.3433,Delivery,High,Scheduled,,2024-03-18,2024-03-18 08:00,2024-03-18 11:30,15,1810,Auto Parts,Kavita Joshi,
STP-000699,RT-155,Nagpur Cold Chain,21.1458,79.0882,Meeting,Low,On Time,,2024-02-28,2024-02-28 11:30,2024-02-28 15:30,45,0,Documents,Ravi Krishnan,Requires forklift
STP-000700,RT-155,Guwahati North Hub,26.1445,91.7362,Pickup,High,On Time,,2024-02-19,2024-02-19 13:00,2024-02-19 16:00,10,1946,Electronics,Anil Sharma,Requires forklift
STP-000701,RT-155,Hadapsar Export Unit,18.5089,73.9259,Delivery,Medium,On Time,,2024-01-09,2024-01-09 11:00,2024-01-09 15:30,15,1570,Textiles,Suresh Patil,Parking available
STP-000702,RT-155,Panvel Port Gate,18.9894,73.1175,Delivery,High,On Time,,2024-02-27,2024-02-27 12:00,2024-02-27 15:30,15,101,Auto Parts,Ramesh Kumar,Gate closes at 17:00
STP-000703,RT-155,Raipur Warehouse,21.2514,81.6296,Meeting,Medium,On Time,,2024-02-13,2024-02-13 14:30,2024-02-13 17:00,45,0,Electronics,Vinod Yadav,Gate closes at 17:00
STP-000704,RT-155,Bhopal Central Depot,23.2599,77.4126,Warehouse,High,On Time,,2024-02-29,2024-02-29 14:00,2024-02-29 17:00,30,506,Perishables,Kavita Joshi,Requires forklift
STP-000705,RT-155,Faridabad Warehouse,28.4089,77.3178,Pickup,Medium,On Time,,2024-01-03,2024-01-03 09:00,2024-01-03 11:00,10,1104,Perishables,Deepak Mehta,Requires forklift
STP-000706,RT-155,Chennai Port Logistics,13.0967,80.29,Delivery,Low,On Time,,2024-02-26,2024-02-26 11:30,2024-02-26 13:00,15,80,Perishables,Manish Gupta,Temperature controlled
STP-000707,RT-155,Visakhapatnam Port,17.6868,83.2185,Pickup,High,On Time,,2024-03-29,2024-03-29 08:30,2024-03-29 11:30,10,19,Electronics,Ravi Krishnan,
STP-000708,RT-155,Ludhiana Warehouse,30.901,75.8573,Warehouse,Low,On Time,,2024-01-26,2024-01-26 12:00,2024-01-26 14:00,30,39,Pharmaceuticals,Sunita Rao,Temperature controlled
STP-000709,RT-155,Rajkot Warehouse,22.3039,70.8022,Meeting,High,On Time,,2024-01-22,2024-01-22 08:00,2024-01-22 12:00,45,0,Electronics,Sunita Rao,Parking available
STP-000710,RT-155,Madhavaram Depot,13.1499,80.2318,Delivery,Medium,On Time,,2024-02-20,2024-02-20 10:30,2024-02-20 14:00,15,226,Pharmaceuticals,Priya Nair,Requires forklift
STP-000711,RT-155,Kalyan Junction,19.2403,73.1305,Delivery,Medium,On Time,,2024-01-28,2024-01-28 07:30,2024-01-28 10:00,15,1679,Pharmaceuticals,Arjun Verma,Parking available
STP-000712,RT-155,Salt Lake Warehouse,22.5831,88.4177,Delivery,Low,Delayed,Driver illness,2024-03-17,2024-03-17 13:30,2024-03-17 16:00,15,1898,Documents,Santosh Reddy,Requires forklift
STP-000713,RT-155,Howrah Industrial Hub,22.618,88.3292,Delivery,High,On Time,,2024-03-30,2024-03-30 12:30,2024-03-30 16:00,15,1311,Documents,Amit Tiwari,Parking available
STP-000714,RT-155,Nashik Depot,19.9975,73.7898,Rest,Medium,On Time,,2024-01-03,2024-01-03 08:30,2024-01-03 11:30,20,0,Perishables,Anil Sharma,Call 30 min before arrival
STP-000715,RT-155,Dankuni Distribution,22.6748,88.2731,Delivery,Medium,Delayed,Traffic congestion,2024-01-31,2024-01-31 08:30,2024-01-31 11:00,15,291,Pharmaceuticals,Kavita Joshi,High security zone
STP-000716,RT-155,Hinjewadi Tech Zone,18.5912,73.7389,Delivery,Medium,On Time,,2024-03-17,2024-03-17 07:30,2024-03-17 09:30,15,660,Perishables,Ravi Krishnan,Call 30 min before arrival
STP-000717,RT-155,Patancheru Depot,17.5334,78.2636,Pickup,Low,On Time,,2024-01-30,2024-01-30 11:30,2024-01-30 13:30,10,1114,Electronics,Amit Tiwari,Temperature controlled
STP-000718,RT-155,Sriperumbudur Hub,12.9674,79.9482,Warehouse,Medium,On Time,,2024-02-18,2024-02-18 10:30,2024-02-18 14:00,30,22,Electronics,Sunita Rao,
STP-000719,RT-155,Gurgaon Logistics Park,28.4595,77.0266,Delivery,High,Delayed,Driver illness,2024-01-17,2024-01-17 09:00,2024-01-17 11:00,15,1638,FMCG,Anil Sharma,Gate closes at 17:00
STP-000720,RT-155,Chandigarh Distribution,30.7333,76.7794,Pickup,Medium,On Time,,2024-01-26,2024-01-26 09:00,2024-01-26 13:30,10,519,Pharmaceuticals,Vinod Yadav,
STP-000721,RT-156,Lucknow Cargo Hub,26.8467,80.9462,Pickup,Medium,On Time,,2024-03-02,2024-03-02 13:00,2024-03-02 15:30,10,180,Documents,Amit Tiwari,High security zone
STP-000722,RT-156,Agra Distribution,27.1767,78.0081,Meeting,High,On Time,,2024-02-18,2024-02-18 09:30,2024-02-18 12:30,45,0,Auto Parts,Manish Gupta,
STP-000723,RT-156,Kochi Port Terminal,9.9312,76.2673,Delivery,High,On Time,,2024-01-20,2024-01-20 14:00,2024-01-20 16:00,15,1035,Perishables,Neha Desai,Parking available
STP-000724,RT-156,Jaipur Logistics Park,26.9124,75.7873,Pickup,Low,On Time,,2024-02-17,2024-02-17 13:30,2024-02-17 17:30,10,1214,Electronics,Deepak Mehta,Call 30 min before arrival
STP-000725,RT-156,Ludhiana Warehouse,30.901,75.8573,Rest,High,On Time,,2024-02-25,2024-02-25 09:30,2024-02-25 11:30,20,0,Auto Parts,Arjun Verma,Parking available
STP-000726,RT-156,Visakhapatnam Port,17.6868,83.2185,Meeting,Medium,On Time,,2024-02-01,2024-02-01 13:00,2024-02-01 17:30,45,0,Documents,Priya Nair,Call 30 min before arrival
STP-000727,RT-156,Madurai Warehouse,9.9252,78.1198,Meeting,Medium,On Time,,2024-02-28,2024-02-28 11:00,2024-02-28 15:30,45,0,Textiles,Arjun Verma,Requires forklift
STP-000728,RT-156,Coimbatore Industrial,11.0168,76.9558,Delivery,Low,Scheduled,,2024-03-16,2024-03-16 13:00,2024-03-16 16:00,15,349,Documents,Deepak Mehta,High security zone
STP-000729,RT-157,Chandigarh Distribution,30.7333,76.7794,Delivery,Medium,Scheduled,,2024-02-09,2024-02-09 13:00,2024-02-09 17:00,15,13,Electronics,Suresh Patil,
STP-000730,RT-157,Faridabad Warehouse,28.4089,77.3178,Pickup,Medium,Delayed,Vehicle breakdown,2024-01-23,2024-01-23 13:30,2024-01-23 15:00,10,1006,FMCG,Manish Gupta,Gate closes at 17:00
STP-000731,RT-157,Guwahati North Hub,26.1445,91.7362,Pickup,Low,On Time,,2024-01-08,2024-01-08 09:00,2024-01-08 11:00,10,1857,Documents,Deepak Mehta,
STP-000732,RT-157,Bhubaneswar Depot,20.2961,85.8245,Meeting,Medium,On Time,,2024-02-07,2024-02-07 09:00,2024-02-07 11:30,45,0,Electronics,Priya Nair,Call 30 min before arrival
STP-000733,RT-157,Madurai Warehouse,9.9252,78.1198,Meeting,Medium,Delayed,Driver illness,2024-01-08,2024-01-08 08:30,2024-01-08 10:00,45,0,Electronics,Suresh Patil,Temperature controlled
STP-000734,RT-157,Visakhapatnam Port,17.6868,83.2185,Pickup,High,On Time,,2024-03-01,2024-03-01 11:30,2024-03-01 14:30,10,1406,Pharmaceuticals,Priya Nair,Temperature controlled
STP-000735,RT-157,Coimbatore Industrial,11.0168,76.9558,Customs,Medium,Scheduled,,2024-01-08,2024-01-08 13:30,2024-01-08 17:30,60,0,Electronics,Kavita Joshi,
STP-000736,RT-157,Ranchi Distribution,23.3441,85.3096,Warehouse,Low,Cancelled,,2024-03-18,2024-03-18 09:00,2024-03-18 11:30,30,1548,Documents,Anil Sharma,Parking available
STP-000737,RT-157,Kochi Port Terminal,9.9312,76.2673,Pickup,Medium,Cancelled,,2024-02-22,2024-02-22 14:00,2024-02-22 18:00,10,1971,Documents,Priya Nair,Call 30 min before arrival
STP-000738,RT-157,Patna Cargo Center,25.5941,85.1376,Meeting,Low,On Time,,2024-02-26,2024-02-26 12:00,2024-02-26 16:30,45,0,Textiles,Ravi Krishnan,Gate closes at 17:00
STP-000739,RT-158,Indore Logistics Hub,22.7196,75.8577,Customs,Low,Scheduled,,2024-03-04,2024-03-04 07:00,2024-03-04 09:30,60,0,Textiles,Sunita Rao,
STP-000740,RT-158,Bhopal Central Depot,23.2599,77.4126,Delivery,Medium,On Time,,2024-03-25,2024-03-25 08:00,2024-03-25 11:00,15,1552,Perishables,Neha Desai,Gate closes at 17:00
STP-000741,RT-158,Raipur Warehouse,21.2514,81.6296,Delivery,Low,On Time,,2024-02-11,2024-02-11 07:30,2024-02-11 09:30,15,537,Perishables,Kavita Joshi,Gate closes at 17:00
STP-000742,RT-158,Nashik Depot,19.9975,73.7898,Meeting,Low,Scheduled,,2024-03-29,2024-03-29 14:30,2024-03-29 16:00,45,0,Documents,Amit Tiwari,Gate closes at 17:00
STP-000743,RT-158,Aurangabad Hub,19.8762,75.3433,Meeting,Medium,On Time,,2024-03-23,2024-03-23 13:30,2024-03-23 17:00,45,0,Electronics,Vinod Yadav,Gate closes at 17:00
STP-000744,RT-158,Bhubaneswar Depot,20.2961,85.8245,Delivery,Medium,Scheduled,,2024-01-15,2024-01-15 10:30,2024-01-15 14:00,15,1963,Auto Parts,Santosh Reddy,Call 30 min before arrival
STP-000745,RT-158,Ranchi Distribution,23.3441,85.3096,Delivery,Medium,Scheduled,,2024-02-24,2024-02-24 10:30,2024-02-24 13:30,15,1922,Documents,Rajesh Singh,Temperature controlled
STP-000746,RT-158,Patna Cargo Center,25.5941,85.1376,Delivery,High,On Time,,2024-01-19,2024-01-19 14:30,2024-01-19 17:00,15,943,FMCG,Santosh Reddy,High security zone
STP-000747,RT-158,Nagpur Cold Chain,21.1458,79.0882,Delivery,Medium,On Time,,2024-02-10,2024-02-10 07:30,2024-02-10 11:00,15,1746,Perishables,Santosh Reddy,
STP-000748,RT-158,Guwahati North Hub,26.1445,91.7362,Meeting,Medium,On Time,,2024-02-18,2024-02-18 11:00,2024-02-18 15:30,45,0,Perishables,Anil Sharma,Temperature controlled
STP-000749,RT-159,Chandigarh Distribution,30.7333,76.7794,Rest,Low,Delayed,Vehicle breakdown,2024-03-08,2024-03-08 13:30,2024-03-08 15:30,20,0,Perishables,Sunita Rao,
STP-000750,RT-159,Agra Distribution,27.1767,78.0081,Delivery,Medium,Delayed,Customer not available,2024-02-08,2024-02-08 07:30,2024-02-08 11:00,15,1435,Auto Parts,Vinod Yadav,Requires forklift
STP-000751,RT-159,Thane Depot,19.2183,72.9781,Delivery,Low,Delayed,Document missing,2024-03-24,2024-03-24 10:00,2024-03-24 14:30,15,218,Perishables,Ravi Krishnan,Requires forklift
STP-000752,RT-159,Bhopal Central Depot,23.2599,77.4126,Pickup,Low,On Time,,2024-01-13,2024-01-13 09:30,2024-01-13 11:30,10,117,Electronics,Manish Gupta,Parking available
STP-000753,RT-159,Guwahati North Hub,26.1445,91.7362,Meeting,Low,On Time,,2024-01-05,2024-01-05 13:00,2024-01-05 15:00,45,0,Pharmaceuticals,Neha Desai,Requires forklift
STP-000754,RT-159,Coimbatore Industrial,11.0168,76.9558,Meeting,Medium,Delayed,Customer not available,2024-03-24,2024-03-24 08:30,2024-03-24 11:30,45,0,Pharmaceuticals,Ramesh Kumar,Gate closes at 17:00
STP-000755,RT-159,Pune Warehouse Central,18.5204,73.8567,Delivery,High,Delayed,Traffic congestion,2024-03-16,2024-03-16 10:30,2024-03-16 12:30,15,1636,Textiles,Rajesh Singh,
STP-000756,RT-159,Patna Cargo Center,25.5941,85.1376,Pickup,Medium,On Time,,2024-03-14,2024-03-14 13:00,2024-03-14 16:00,10,1471,Documents,Ravi Krishnan,Requires forklift
STP-000757,RT-159,HITEC City Warehouse,17.4435,78.3772,Pickup,Low,On Time,,2024-03-09,2024-03-09 13:30,2024-03-09 17:00,10,1207,Textiles,Neha Desai,Gate closes at 17:00
STP-000758,RT-159,Lucknow Cargo Hub,26.8467,80.9462,Warehouse,Medium,Delayed,Driver illness,2024-03-17,2024-03-17 08:00,2024-03-17 10:00,30,653,Electronics,Ramesh Kumar,Requires forklift
STP-000759,RT-159,Yeshwanthpur Junction,13.0299,77.552,Meeting,Medium,Cancelled,,2024-02-02,2024-02-02 08:00,2024-02-02 12:00,45,0,Textiles,Vinod Yadav,Parking available
STP-000760,RT-159,Faridabad Warehouse,28.4089,77.3178,Rest,High,Delayed,Customer not available,2024-02-08,2024-02-08 07:00,2024-02-08 09:30,20,0,FMCG,Santosh Reddy,
STP-000761,RT-159,Rajkot Warehouse,22.3039,70.8022,Meeting,Medium,Delayed,Traffic congestion,2024-03-09,2024-03-09 12:00,2024-03-09 16:00,45,0,FMCG,Ramesh Kumar,Temperature controlled
STP-000762,RT-159,Kalyan Junction,19.2403,73.1305,Delivery,Low,On Time,,2024-03-18,2024-03-18 10:00,2024-03-18 12:30,15,1503,Textiles,Deepak Mehta,Gate closes at 17:00
STP-000763,RT-159,Andheri Distribution Hub,19.1196,72.8464,Pickup,Medium,Delayed,Customs hold,2024-02-28,2024-02-28 09:00,2024-02-28 12:30,10,303,Textiles,Anil Sharma,Gate closes at 17:00
STP-000764,RT-159,Kolkata Dock Logistics,22.5726,88.3639,Meeting,Medium,Scheduled,,2024-02-17,2024-02-17 10:00,2024-02-17 14:30,45,0,Pharmaceuticals,Ravi Krishnan,
STP-000765,RT-159,Visakhapatnam Port,17.6868,83.2185,Pickup,Low,Delayed,Customer not available,2024-02-04,2024-02-04 10:00,2024-02-04 12:00,10,145,Pharmaceuticals,Arjun Verma,Gate closes at 17:00
STP-000766,RT-159,Ghaziabad Cold Chain,28.6692,77.4538,Pickup,Medium,On Time,,2024-01-29,2024-01-29 11:30,2024-01-29 13:00,10,1994,FMCG,Deepak Mehta,Gate closes at 17:00
STP-000767,RT-159,Chennai Port Logistics,13.0967,80.29,Warehouse,High,Delayed,Driver illness,2024-03-03,2024-03-03 11:00,2024-03-03 15:30,30,587,Textiles,Vinod Yadav,Gate closes at 17:00
STP-000768,RT-159,Jaipur Logistics Park,26.9124,75.7873,Customs,High,Delayed,Weather delay,2024-02-14,2024-02-14 13:30,2024-02-14 15:30,60,0,Electronics,Arjun Verma,Requires forklift
STP-000769,RT-159,Madhavaram Depot,13.1499,80.2318,Meeting,High,Delayed,Customer not available,2024-03-22,2024-03-22 11:30,2024-03-22 13:00,45,0,Perishables,Kavita Joshi,Requires forklift
STP-000770,RT-160,Pimpri Depot,18.6298,73.7997,Delivery,Low,On Time,,2024-03-22,2024-03-22 10:00,2024-03-22 13:30,15,650,Documents,Suresh Patil,Gate closes at 17:00
STP-000771,RT-160,Bhiwandi Mega Depot,19.2979,73.0586,Delivery,Medium,Delayed,Document missing,2024-03-14,2024-03-14 08:00,2024-03-14 10:00,15,1913,Auto Parts,Ravi Krishnan,Call 30 min before arrival
STP-000772,RT-160,Hinjewadi Tech Zone,18.5912,73.7389,Rest,Medium,On Time,,2024-03-04,2024-03-04 09:00,2024-03-04 12:30,20,0,FMCG,Amit Tiwari,Call 30 min before arrival
STP-000773,RT-160,Mulund Cold Storage,19.1726,72.9559,Warehouse,Low,Cancelled,,2024-03-25,2024-03-25 12:00,2024-03-25 14:30,30,1391,Documents,Manish Gupta,Temperature controlled
STP-000774,RT-160,Panvel Port Gate,18.9894,73.1175,Delivery,Medium,On Time,,2024-02-15,2024-02-15 09:00,2024-02-15 13:30,15,359,Pharmaceuticals,Suresh Patil,Parking available
STP-000775,RT-161,Ghaziabad Cold Chain,28.6692,77.4538,Delivery,Medium,Scheduled,,2024-03-21,2024-03-21 10:30,2024-03-21 12:00,15,1912,Perishables,Manish Gupta,Call 30 min before arrival
STP-000776,RT-161,Pimpri Depot,18.6298,73.7997,Customs,Low,On Time,,2024-02-15,2024-02-15 14:00,2024-02-15 16:30,60,0,Pharmaceuticals,Suresh Patil,Call 30 min before arrival
STP-000777,RT-161,Faridabad Warehouse,28.4089,77.3178,Delivery,Low,On Time,,2024-01-02,2024-01-02 13:00,2024-01-02 16:30,15,183,Textiles,Manish Gupta,Requires forklift
STP-000778,RT-161,Hinjewadi Tech Zone,18.5912,73.7389,Pickup,Low,On Time,,2024-03-25,2024-03-25 07:30,2024-03-25 09:00,10,776,Pharmaceuticals,Priya Nair,
STP-000779,RT-161,Hadapsar Export Unit,18.5089,73.9259,Customs,Medium,On Time,,2024-02-26,2024-02-26 11:30,2024-02-26 13:00,60,0,Perishables,Deepak Mehta,Call 30 min before arrival
STP-000780,RT-162,Ghaziabad Cold Chain,28.6692,77.4538,Delivery,Medium,Cancelled,,2024-01-21,2024-01-21 12:00,2024-01-21 14:30,15,554,Electronics,Deepak Mehta,
STP-000781,RT-162,Faridabad Warehouse,28.4089,77.3178,Meeting,Low,On Time,,2024-02-21,2024-02-21 09:30,2024-02-21 12:00,45,0,Electronics,Ravi Krishnan,Call 30 min before arrival
STP-000782,RT-162,Gurgaon Logistics Park,28.4595,77.0266,Delivery,Medium,On Time,,2024-01-31,2024-01-31 07:00,2024-01-31 11:30,15,1232,Perishables,Ramesh Kumar,
STP-000783,RT-162,Yeshwanthpur Junction,13.0299,77.552,Pickup,Medium,On Time,,2024-02-01,2024-02-01 08:00,2024-02-01 11:00,10,1580,Electronics,Sunita Rao,High security zone
STP-000784,RT-162,Noida Distribution Center,28.5355,77.391,Rest,Medium,On Time,,2024-03-01,2024-03-01 13:00,2024-03-01 15:00,20,0,Documents,Santosh Reddy,Requires forklift
